,State,id,Year,Federal_Minimum_Wage,Federal_Minimum_Wage_2022_Dollars,Effective_Minimum_Wage,Effective_Minimum_Wage_2022_Dollars,CPI_Average
2449,Louisiana,22,2013,7.25,8.97,7.25,8.97,232.957
2450,Maine,23,2013,7.25,8.97,7.5,9.28,232.957
2451,Maryland,24,2013,7.25,8.97,7.25,8.97,232.957
2452,Massachusetts,25,2013,7.25,8.97,8.0,9.9,232.957
2453,Michigan,26,2013,7.25,8.97,7.4,9.16,232.957
2454,Minnesota,27,2013,7.25,8.97,7.25,8.97,232.957
2455,Mississippi,28,2013,7.25,8.97,7.25,8.97,232.957
2456,Missouri,29,2013,7.25,8.97,7.35,9.1,232.957
2457,Montana,30,2013,7.25,8.97,7.25,8.97,232.957
2458,Nebraska,31,2013,7.25,8.97,7.25,8.97,232.957
2459,Nevada,32,2013,7.25,8.97,7.25,8.97,232.957
2460,New Hampshire,33,2013,7.25,8.97,7.25,8.97,232.957
2461,New Jersey,34,2013,7.25,8.97,7.25,8.97,232.957
2462,New Mexico,35,2013,7.25,8.97,7.5,9.28,232.957
2463,New York,36,2013,7.25,8.97,7.25,8.97,232.957
2464,North Carolina,37,2013,7.25,8.97,7.25,8.97,232.957
2465,North Dakota,38,2013,7.25,8.97,7.25,8.97,232.957
2466,Ohio,39,2013,7.25,8.97,7.85,9.72,232.957
2467,Oklahoma,40,2013,7.25,8.97,7.25,8.97,232.957
2468,Oregon,41,2013,7.25,8.97,8.95,11.08,232.957
2469,Pennsylvania,42,2013,7.25,8.97,7.25,8.97,232.957
2470,Puerto Rico,72,2013,7.25,8.97,7.25,8.97,232.957
2471,Rhode Island,44,2013,7.25,8.97,7.75,9.59,232.957
2472,South Carolina,45,2013,7.25,8.97,7.25,8.97,232.957
2473,South Dakota,46,2013,7.25,8.97,7.25,8.97,232.957
2474,Tennessee,47,2013,7.25,8.97,7.25,8.97,232.957
2475,Texas,48,2013,7.25,8.97,7.25,8.97,232.957
2476,U.S. Virgin Islands,78,2013,7.25,8.97,7.25,8.97,232.957
2477,Utah,49,2013,7.25,8.97,7.25,8.97,232.957
2478,Vermont,50,2013,7.25,8.97,8.6,10.64,232.957
2479,Virginia,51,2013,7.25,8.97,7.25,8.97,232.957
2480,Washington,53,2013,7.25,8.97,9.19,11.38,232.957
2481,West Virginia,54,2013,7.25,8.97,7.25,8.97,232.957
2482,Wisconsin,55,2013,7.25,8.97,7.25,8.97,232.957
2483,Wyoming,56,2013,7.25,8.97,7.25,8.97,232.957
2484,Alabama,1,2014,7.25,8.83,7.25,8.83,236.736
2485,Alaska,2,2014,7.25,8.83,7.75,9.44,236.736
2486,Arizona,4,2014,7.25,8.83,7.9,9.62,236.736
2487,Arkansas,5,2014,7.25,8.83,7.25,8.83,236.736
2488,California,6,2014,7.25,8.83,9.0,10.96,236.736
2489,Colorado,8,2014,7.25,8.83,8.0,9.74,236.736
2490,Connecticut,9,2014,7.25,8.83,8.7,10.6,236.736
2491,Delaware,10,2014,7.25,8.83,7.75,9.44,236.736
2492,District of Columbia,11,2014,7.25,8.83,9.5,11.57,236.736
2493,Florida,12,2014,7.25,8.83,7.93,9.66,236.736
2494,Georgia,13,2014,7.25,8.83,7.25,8.83,236.736
2495,Guam,66,2014,7.25,8.83,7.25,8.83,236.736
2496,Hawaii,15,2014,7.25,8.83,7.25,8.83,236.736
2497,Idaho,16,2014,7.25,8.83,7.25,8.83,236.736
2498,Illinois,17,2014,7.25,8.83,8.25,10.05,236.736
2499,Indiana,18,2014,7.25,8.83,7.25,8.83,236.736
2500,Iowa,19,2014,7.25,8.83,7.25,8.83,236.736
2501,Kansas,20,2014,7.25,8.83,7.25,8.83,236.736
2502,Kentucky,21,2014,7.25,8.83,7.25,8.83,236.736
2503,Louisiana,22,2014,7.25,8.83,7.25,8.83,236.736
2504,Maine,23,2014,7.25,8.83,7.5,9.14,236.736
2505,Maryland,24,2014,7.25,8.83,7.25,8.83,236.736
2506,Massachusetts,25,2014,7.25,8.83,8.0,9.74,236.736
2507,Michigan,26,2014,7.25,8.83,8.15,9.93,236.736
2508,Minnesota,27,2014,7.25,8.83,7.25,8.83,236.736
2509,Mississippi,28,2014,7.25,8.83,7.25,8.83,236.736
2510,Missouri,29,2014,7.25,8.83,7.5,9.14,236.736
2511,Montana,30,2014,7.25,8.83,7.9,9.62,236.736
2512,Nebraska,31,2014,7.25,8.83,7.25,8.83,236.736
2513,Nevada,32,2014,7.25,8.83,7.25,8.83,236.736
2514,New Hampshire,33,2014,7.25,8.83,7.25,8.83,236.736
2515,New Jersey,34,2014,7.25,8.83,8.25,10.05,236.736
2516,New Mexico,35,2014,7.25,8.83,7.5,9.14,236.736
2517,New York,36,2014,7.25,8.83,8.0,9.74,236.736
2518,North Carolina,37,2014,7.25,8.83,7.25,8.83,236.736
2519,North Dakota,38,2014,7.25,8.83,7.25,8.83,236.736
2520,Ohio,39,2014,7.25,8.83,7.25,8.83,236.736
2521,Oklahoma,40,2014,7.25,8.83,7.25,8.83,236.736
2522,Oregon,41,2014,7.25,8.83,9.1,11.08,236.736
2523,Pennsylvania,42,2014,7.25,8.83,7.25,8.83,236.736
2524,Puerto Rico,72,2014,7.25,8.83,7.25,8.83,236.736
2525,Rhode Island,44,2014,7.25,8.83,8.0,9.74,236.736
2526,South Carolina,45,2014,7.25,8.83,7.25,8.83,236.736
2527,South Dakota,46,2014,7.25,8.83,7.25,8.83,236.736
2528,Tennessee,47,2014,7.25,8.83,7.25,8.83,236.736
2529,Texas,48,2014,7.25,8.83,7.25,8.83,236.736
2530,U.S. Virgin Islands,78,2014,7.25,8.83,7.25,8.83,236.736
2531,Utah,49,2014,7.25,8.83,7.25,8.83,236.736
2532,Vermont,50,2014,7.25,8.83,8.73,10.63,236.736
2533,Virginia,51,2014,7.25,8.83,7.25,8.83,236.736
2534,Washington,53,2014,7.25,8.83,9.32,11.35,236.736
2535,West Virginia,54,2014,7.25,8.83,7.25,8.83,236.736
2536,Wisconsin,55,2014,7.25,8.83,7.25,8.83,236.736
2537,Wyoming,56,2014,7.25,8.83,7.25,8.83,236.736
2538,Alabama,1,2015,7.25,8.82,7.25,8.82,237.017
2539,Alaska,2,2015,7.25,8.82,8.75,10.64,237.017
2540,Arizona,4,2015,7.25,8.82,8.05,9.79,237.017
2541,Arkansas,5,2015,7.25,8.82,7.5,9.12,237.017
2542,California,6,2015,7.25,8.82,9.0,10.95,237.017
2543,Colorado,8,2015,7.25,8.82,8.23,10.01,237.017
2544,Connecticut,9,2015,7.25,8.82,9.15,11.13,237.017
2545,Delaware,10,2015,7.25,8.82,8.25,10.04,237.017
2546,District of Columbia,11,2015,7.25,8.82,10.5,12.77,237.017
2547,Florida,12,2015,7.25,8.82,8.05,9.79,237.017
2548,Georgia,13,2015,7.25,8.82,7.25,8.82,237.017
2549,Guam,66,2015,7.25,8.82,8.25,10.04,237.017
2550,Hawaii,15,2015,7.25,8.82,7.75,9.43,237.017
2551,Idaho,16,2015,7.25,8.82,7.25,8.82,237.017
2552,Illinois,17,2015,7.25,8.82,8.25,10.04,237.017
2553,Indiana,18,2015,7.25,8.82,7.25,8.82,237.017
2554,Iowa,19,2015,7.25,8.82,7.25,8.82,237.017
2555,Kansas,20,2015,7.25,8.82,7.25,8.82,237.017
2556,Kentucky,21,2015,7.25,8.82,7.25,8.82,237.017
2557,Louisiana,22,2015,7.25,8.82,7.25,8.82,237.017
2558,Maine,23,2015,7.25,8.82,7.5,9.12,237.017
2559,Maryland,24,2015,7.25,8.82,8.25,10.04,237.017
2560,Massachusetts,25,2015,7.25,8.82,9.0,10.95,237.017
2561,Michigan,26,2015,7.25,8.82,8.15,9.92,237.017
2562,Minnesota,27,2015,7.25,8.82,7.25,8.82,237.017
2563,Mississippi,28,2015,7.25,8.82,7.25,8.82,237.017
2564,Missouri,29,2015,7.25,8.82,7.65,9.31,237.017
2565,Montana,30,2015,7.25,8.82,8.05,9.79,237.017
2566,Nebraska,31,2015,7.25,8.82,8.0,9.73,237.017
2567,Nevada,32,2015,7.25,8.82,7.25,8.82,237.017
2568,New Hampshire,33,2015,7.25,8.82,7.25,8.82,237.017
2569,New Jersey,34,2015,7.25,8.82,8.38,10.19,237.017
2570,New Mexico,35,2015,7.25,8.82,7.5,9.12,237.017
2571,New York,36,2015,7.25,8.82,8.75,10.64,237.017
2572,North Carolina,37,2015,7.25,8.82,7.25,8.82,237.017
2573,North Dakota,38,2015,7.25,8.82,7.25,8.82,237.017
2574,Ohio,39,2015,7.25,8.82,7.25,8.82,237.017
2575,Oklahoma,40,2015,7.25,8.82,7.25,8.82,237.017
2576,Oregon,41,2015,7.25,8.82,9.25,11.25,237.017
2577,Pennsylvania,42,2015,7.25,8.82,7.25,8.82,237.017
2578,Puerto Rico,72,2015,7.25,8.82,7.25,8.82,237.017
2579,Rhode Island,44,2015,7.25,8.82,9.0,10.95,237.017
2580,South Carolina,45,2015,7.25,8.82,7.25,8.82,237.017
2581,South Dakota,46,2015,7.25,8.82,8.5,10.34,237.017
2582,Tennessee,47,2015,7.25,8.82,7.25,8.82,237.017
2583,Texas,48,2015,7.25,8.82,7.25,8.82,237.017
2584,U.S. Virgin Islands,78,2015,7.25,8.82,7.25,8.82,237.017
2585,Utah,49,2015,7.25,8.82,7.25,8.82,237.017
2586,Vermont,50,2015,7.25,8.82,9.15,11.13,237.017
2587,Virginia,51,2015,7.25,8.82,7.25,8.82,237.017
2588,Washington,53,2015,7.25,8.82,9.47,11.52,237.017
2589,West Virginia,54,2015,7.25,8.82,8.0,9.73,237.017
2590,Wisconsin,55,2015,7.25,8.82,7.25,8.82,237.017
2591,Wyoming,56,2015,7.25,8.82,7.25,8.82,237.017
2592,Alabama,1,2016,7.25,8.71,7.25,8.71,240.007
2593,Alaska,2,2016,7.25,8.71,9.75,11.71,240.007
2594,Arizona,4,2016,7.25,8.71,8.05,9.67,240.007
2595,Arkansas,5,2016,7.25,8.71,8.0,9.61,240.007
2596,California,6,2016,7.25,8.71,10.0,12.01,240.007
2597,Colorado,8,2016,7.25,8.71,8.31,9.98,240.007
2598,Connecticut,9,2016,7.25,8.71,9.6,11.53,240.007
2599,Delaware,10,2016,7.25,8.71,8.25,9.91,240.007
2600,District of Columbia,11,2016,7.25,8.71,11.5,13.82,240.007
2601,Florida,12,2016,7.25,8.71,8.05,9.67,240.007
2602,Georgia,13,2016,7.25,8.71,7.25,8.71,240.007
2603,Guam,66,2016,7.25,8.71,8.25,9.91,240.007
2604,Hawaii,15,2016,7.25,8.71,8.5,10.21,240.007
2605,Idaho,16,2016,7.25,8.71,7.25,8.71,240.007
2606,Illinois,17,2016,7.25,8.71,8.25,9.91,240.007
2607,Indiana,18,2016,7.25,8.71,7.25,8.71,240.007
2608,Iowa,19,2016,7.25,8.71,7.25,8.71,240.007
2609,Kansas,20,2016,7.25,8.71,7.25,8.71,240.007
2610,Kentucky,21,2016,7.25,8.71,7.25,8.71,240.007
2611,Louisiana,22,2016,7.25,8.71,7.25,8.71,240.007
2612,Maine,23,2016,7.25,8.71,7.5,9.01,240.007
2613,Maryland,24,2016,7.25,8.71,8.75,10.51,240.007
2614,Massachusetts,25,2016,7.25,8.71,10.0,12.01,240.007
2615,Michigan,26,2016,7.25,8.71,8.5,10.21,240.007
2616,Minnesota,27,2016,7.25,8.71,7.25,8.71,240.007
2617,Mississippi,28,2016,7.25,8.71,7.25,8.71,240.007
2618,Missouri,29,2016,7.25,8.71,7.65,9.19,240.007
2619,Montana,30,2016,7.25,8.71,8.05,9.67,240.007
2620,Nebraska,31,2016,7.25,8.71,9.0,10.81,240.007
2621,Nevada,32,2016,7.25,8.71,7.25,8.71,240.007
2622,New Hampshire,33,2016,7.25,8.71,7.25,8.71,240.007
2623,New Jersey,34,2016,7.25,8.71,8.38,10.07,240.007
2624,New Mexico,35,2016,7.25,8.71,7.5,9.01,240.007
2625,New York,36,2016,7.25,8.71,9.0,10.81,240.007
2626,North Carolina,37,2016,7.25,8.71,7.25,8.71,240.007
2627,North Dakota,38,2016,7.25,8.71,7.25,8.71,240.007
2628,Ohio,39,2016,7.25,8.71,7.25,8.71,240.007
2629,Oklahoma,40,2016,7.25,8.71,7.25,8.71,240.007
2630,Oregon,41,2016,7.25,8.71,9.75,11.71,240.007
2631,Pennsylvania,42,2016,7.25,8.71,7.25,8.71,240.007
2632,Puerto Rico,72,2016,7.25,8.71,7.25,8.71,240.007
2633,Rhode Island,44,2016,7.25,8.71,9.6,11.53,240.007
2634,South Carolina,45,2016,7.25,8.71,7.25,8.71,240.007
2635,South Dakota,46,2016,7.25,8.71,8.55,10.27,240.007
2636,Tennessee,47,2016,7.25,8.71,7.25,8.71,240.007
2637,Texas,48,2016,7.25,8.71,7.25,8.71,240.007
2638,U.S. Virgin Islands,78,2016,7.25,8.71,7.25,8.71,240.007
2639,Utah,49,2016,7.25,8.71,7.25,8.71,240.007
2640,Vermont,50,2016,7.25,8.71,9.6,11.53,240.007
2641,Virginia,51,2016,7.25,8.71,7.25,8.71,240.007
2642,Washington,53,2016,7.25,8.71,9.47,11.38,240.007
2643,West Virginia,54,2016,7.25,8.71,8.75,10.51,240.007
2644,Wisconsin,55,2016,7.25,8.71,7.25,8.71,240.007
2645,Wyoming,56,2016,7.25,8.71,7.25,8.71,240.007
2646,Alabama,1,2017,7.25,8.53,7.25,8.53,245.12
2647,Alaska,2,2017,7.25,8.53,9.8,11.53,245.12
2648,Arizona,4,2017,7.25,8.53,10.0,11.76,245.12
2649,Arkansas,5,2017,7.25,8.53,8.5,10.0,245.12
2650,California,6,2017,7.25,8.53,10.0,11.76,245.12
2651,Colorado,8,2017,7.25,8.53,9.3,10.94,245.12
2652,Connecticut,9,2017,7.25,8.53,10.1,11.88,245.12
2653,Delaware,10,2017,7.25,8.53,8.25,9.7,245.12
2654,District of Columbia,11,2017,7.25,8.53,11.5,13.53,245.12
2655,Florida,12,2017,7.25,8.53,8.1,9.53,245.12
2656,Georgia,13,2017,7.25,8.53,7.25,8.53,245.12
2657,Guam,66,2017,7.25,8.53,8.25,9.7,245.12
2658,Hawaii,15,2017,7.25,8.53,9.25,10.88,245.12
2659,Idaho,16,2017,7.25,8.53,7.25,8.53,245.12
2660,Illinois,17,2017,7.25,8.53,8.25,9.7,245.12
2661,Indiana,18,2017,7.25,8.53,7.25,8.53,245.12
2662,Iowa,19,2017,7.25,8.53,7.25,8.53,245.12
2663,Kansas,20,2017,7.25,8.53,7.25,8.53,245.12
2664,Kentucky,21,2017,7.25,8.53,7.25,8.53,245.12
2665,Louisiana,22,2017,7.25,8.53,7.25,8.53,245.12
2666,Maine,23,2017,7.25,8.53,9.0,10.59,245.12
2667,Maryland,24,2017,7.25,8.53,8.75,10.29,245.12
2668,Massachusetts,25,2017,7.25,8.53,11.0,12.94,245.12
2669,Michigan,26,2017,7.25,8.53,8.9,10.47,245.12
2670,Minnesota,27,2017,7.25,8.53,7.75,9.12,245.12
2671,Mississippi,28,2017,7.25,8.53,7.25,8.53,245.12
2672,Missouri,29,2017,7.25,8.53,7.7,9.06,245.12
2673,Montana,30,2017,7.25,8.53,8.15,9.59,245.12
2674,Nebraska,31,2017,7.25,8.53,9.0,10.59,245.12
2675,Nevada,32,2017,7.25,8.53,7.25,8.53,245.12
2676,New Hampshire,33,2017,7.25,8.53,7.25,8.53,245.12
2677,New Jersey,34,2017,7.25,8.53,8.44,9.93,245.12
2678,New Mexico,35,2017,7.25,8.53,7.5,8.82,245.12
2679,New York,36,2017,7.25,8.53,9.7,11.41,245.12
2680,North Carolina,37,2017,7.25,8.53,7.25,8.53,245.12
2681,North Dakota,38,2017,7.25,8.53,7.25,8.53,245.12
2682,Ohio,39,2017,7.25,8.53,8.15,9.59,245.12
2683,Oklahoma,40,2017,7.25,8.53,7.25,8.53,245.12
2684,Oregon,41,2017,7.25,8.53,9.75,11.47,245.12
2685,Pennsylvania,42,2017,7.25,8.53,7.25,8.53,245.12
2686,Puerto Rico,72,2017,7.25,8.53,7.25,8.53,245.12
2687,Rhode Island,44,2017,7.25,8.53,9.6,11.29,245.12
2688,South Carolina,45,2017,7.25,8.53,7.25,8.53,245.12
2689,South Dakota,46,2017,7.25,8.53,8.65,10.18,245.12
2690,Tennessee,47,2017,7.25,8.53,7.25,8.53,245.12
2691,Texas,48,2017,7.25,8.53,7.25,8.53,245.12
2692,U.S. Virgin Islands,78,2017,7.25,8.53,7.25,8.53,245.12
2693,Utah,49,2017,7.25,8.53,7.25,8.53,245.12
2694,Vermont,50,2017,7.25,8.53,10.0,11.76,245.12
2695,Virginia,51,2017,7.25,8.53,7.25,8.53,245.12
2696,Washington,53,2017,7.25,8.53,11.0,12.94,245.12
2697,West Virginia,54,2017,7.25,8.53,8.75,10.29,245.12
2698,Wisconsin,55,2017,7.25,8.53,7.25,8.53,245.12
2699,Wyoming,56,2017,7.25,8.53,7.25,8.53,245.12
2700,Alabama,1,2018,7.25,8.33,7.25,8.33,251.107
2701,Alaska,2,2018,7.25,8.33,9.84,11.3,251.107
2702,Arizona,4,2018,7.25,8.33,10.5,12.06,251.107
2703,Arkansas,5,2018,7.25,8.33,8.5,9.76,251.107
2704,California,6,2018,7.25,8.33,11.0,12.63,251.107
2705,Colorado,8,2018,7.25,8.33,10.2,11.71,251.107
2706,Connecticut,9,2018,7.25,8.33,10.1,11.6,251.107
2707,Delaware,10,2018,7.25,8.33,8.25,9.47,251.107
2708,District of Columbia,11,2018,7.25,8.33,13.25,15.22,251.107
2709,Florida,12,2018,7.25,8.33,8.25,9.47,251.107
2710,Georgia,13,2018,7.25,8.33,7.25,8.33,251.107
2711,Guam,66,2018,7.25,8.33,8.25,9.47,251.107
2712,Hawaii,15,2018,7.25,8.33,10.1,11.6,251.107
2713,Idaho,16,2018,7.25,8.33,7.25,8.33,251.107
2714,Illinois,17,2018,7.25,8.33,8.25,9.47,251.107
2715,Indiana,18,2018,7.25,8.33,7.25,8.33,251.107
2716,Iowa,19,2018,7.25,8.33,7.25,8.33,251.107
2717,Kansas,20,2018,7.25,8.33,7.25,8.33,251.107
2718,Kentucky,21,2018,7.25,8.33,7.25,8.33,251.107
2719,Louisiana,22,2018,7.25,8.33,7.25,8.33,251.107
2720,Maine,23,2018,7.25,8.33,10.0,11.48,251.107
2721,Maryland,24,2018,7.25,8.33,10.1,11.6,251.107
2722,Massachusetts,25,2018,7.25,8.33,11.0,12.63,251.107
2723,Michigan,26,2018,7.25,8.33,9.25,10.62,251.107
2724,Minnesota,27,2018,7.25,8.33,8.04,9.23,251.107
2725,Mississippi,28,2018,7.25,8.33,7.25,8.33,251.107
2726,Missouri,29,2018,7.25,8.33,7.85,9.01,251.107
2727,Montana,30,2018,7.25,8.33,8.3,9.53,251.107
2728,Nebraska,31,2018,7.25,8.33,9.0,10.33,251.107
2729,Nevada,32,2018,7.25,8.33,7.25,8.33,251.107
2730,New Hampshire,33,2018,7.25,8.33,7.25,8.33,251.107
2731,New Jersey,34,2018,7.25,8.33,8.6,9.88,251.107
2732,New Mexico,35,2018,7.25,8.33,7.5,8.61,251.107
2733,New York,36,2018,7.25,8.33,10.4,11.94,251.107
2734,North Carolina,37,2018,7.25,8.33,7.25,8.33,251.107
2735,North Dakota,38,2018,7.25,8.33,7.25,8.33,251.107
2736,Ohio,39,2018,7.25,8.33,8.3,9.53,251.107
2737,Oklahoma,40,2018,7.25,8.33,7.25,8.33,251.107
2738,Oregon,41,2018,7.25,8.33,10.75,12.34,251.107
2739,Pennsylvania,42,2018,7.25,8.33,7.25,8.33,251.107
2740,Puerto Rico,72,2018,7.25,8.33,7.25,8.33,251.107
2741,Rhode Island,44,2018,7.25,8.33,10.1,11.6,251.107
2742,South Carolina,45,2018,7.25,8.33,7.25,8.33,251.107
2743,South Dakota,46,2018,7.25,8.33,8.85,10.16,251.107
2744,Tennessee,47,2018,7.25,8.33,7.25,8.33,251.107
2745,Texas,48,2018,7.25,8.33,7.25,8.33,251.107
2746,U.S. Virgin Islands,78,2018,7.25,8.33,7.25,8.33,251.107
2747,Utah,49,2018,7.25,8.33,7.25,8.33,251.107
2748,Vermont,50,2018,7.25,8.33,10.5,12.06,251.107
2749,Virginia,51,2018,7.25,8.33,7.25,8.33,251.107
2750,Washington,53,2018,7.25,8.33,11.5,13.21,251.107
2751,West Virginia,54,2018,7.25,8.33,8.75,10.05,251.107
2752,Wisconsin,55,2018,7.25,8.33,7.25,8.33,251.107
2753,Wyoming,56,2018,7.25,8.33,7.25,8.33,251.107
2754,Alabama,1,2019,7.25,8.18,7.25,8.18,255.657
2755,Alaska,2,2019,7.25,8.18,10.19,11.49,255.657
2756,Arizona,4,2019,7.25,8.18,12.0,13.53,255.657
2757,Arkansas,5,2019,7.25,8.18,9.25,10.43,255.657
2758,California,6,2019,7.25,8.18,12.0,13.53,255.657
2759,Colorado,8,2019,7.25,8.18,12.0,13.53,255.657
2760,Connecticut,9,2019,7.25,8.18,11.0,12.41,255.657
2761,Delaware,10,2019,7.25,8.18,9.25,10.43,255.657
2762,District of Columbia,11,2019,7.25,8.18,14.0,15.79,255.657
2763,Florida,12,2019,7.25,8.18,8.56,9.65,255.657
2764,Georgia,13,2019,7.25,8.18,7.25,8.18,255.657
2765,Guam,66,2019,7.25,8.18,8.25,9.3,255.657
2766,Hawaii,15,2019,7.25,8.18,10.1,11.39,255.657
2767,Idaho,16,2019,7.25,8.18,7.25,8.18,255.657
2768,Illinois,17,2019,7.25,8.18,9.25,10.43,255.657
2769,Indiana,18,2019,7.25,8.18,7.25,8.18,255.657
2770,Iowa,19,2019,7.25,8.18,7.25,8.18,255.657
2771,Kansas,20,2019,7.25,8.18,7.25,8.18,255.657
2772,Kentucky,21,2019,7.25,8.18,7.25,8.18,255.657
2773,Louisiana,22,2019,7.25,8.18,7.25,8.18,255.657
2774,Maine,23,2019,7.25,8.18,12.0,13.53,255.657
2775,Maryland,24,2019,7.25,8.18,11.0,12.41,255.657
2776,Massachusetts,25,2019,7.25,8.18,12.75,14.38,255.657
2777,Michigan,26,2019,7.25,8.18,9.65,10.88,255.657
2778,Minnesota,27,2019,7.25,8.18,8.15,9.19,255.657
2779,Mississippi,28,2019,7.25,8.18,7.25,8.18,255.657
2780,Missouri,29,2019,7.25,8.18,9.45,10.66,255.657
2781,Montana,30,2019,7.25,8.18,8.65,9.76,255.657
2782,Nebraska,31,2019,7.25,8.18,9.0,10.15,255.657
2783,Nevada,32,2019,7.25,8.18,7.25,8.18,255.657
2784,New Hampshire,33,2019,7.25,8.18,7.25,8.18,255.657
2785,New Jersey,34,2019,7.25,8.18,11.0,12.41,255.657
2786,New Mexico,35,2019,7.25,8.18,9.0,10.15,255.657
2787,New York,36,2019,7.25,8.18,11.8,13.31,255.657
2788,North Carolina,37,2019,7.25,8.18,7.25,8.18,255.657
2789,North Dakota,38,2019,7.25,8.18,7.25,8.18,255.657
2790,Ohio,39,2019,7.25,8.18,8.7,9.81,255.657
2791,Oklahoma,40,2019,7.25,8.18,7.25,8.18,255.657
2792,Oregon,41,2019,7.25,8.18,11.25,12.69,255.657
2793,Pennsylvania,42,2019,7.25,8.18,7.25,8.18,255.657
2794,Puerto Rico,72,2019,7.25,8.18,7.25,8.18,255.657
2795,Rhode Island,44,2019,7.25,8.18,10.5,11.84,255.657
2796,South Carolina,45,2019,7.25,8.18,7.25,8.18,255.657
2797,South Dakota,46,2019,7.25,8.18,9.3,10.49,255.657
2798,Tennessee,47,2019,7.25,8.18,7.25,8.18,255.657
2799,Texas,48,2019,7.25,8.18,7.25,8.18,255.657
2800,U.S. Virgin Islands,78,2019,7.25,8.18,10.5,11.84,255.657
2801,Utah,49,2019,7.25,8.18,7.25,8.18,255.657
2802,Vermont,50,2019,7.25,8.18,10.96,12.36,255.657
2803,Virginia,51,2019,7.25,8.18,7.25,8.18,255.657
2804,Washington,53,2019,7.25,8.18,13.5,15.23,255.657
2805,West Virginia,54,2019,7.25,8.18,8.75,9.87,255.657
2806,Wisconsin,55,2019,7.25,8.18,7.25,8.18,255.657
2807,Wyoming,56,2019,7.25,8.18,7.25,8.18,255.657
2808,Alabama,1,2020,7.25,8.08,7.25,8.08,258.811
2809,Alaska,2,2020,7.25,8.08,10.19,11.35,258.811
2810,Arizona,4,2020,7.25,8.08,12.0,13.37,258.811
2811,Arkansas,5,2020,7.25,8.08,10.0,11.14,258.811
2812,California,6,2020,7.25,8.08,12.0,13.37,258.811
2813,Colorado,8,2020,7.25,8.08,12.02,13.39,258.811
2814,Connecticut,9,2020,7.25,8.08,12.0,13.37,258.811
2815,Delaware,10,2020,7.25,8.08,9.25,10.31,258.811
2816,District of Columbia,11,2020,7.25,8.08,15.0,16.71,258.811
2817,Florida,12,2020,7.25,8.08,8.56,9.54,258.811
2818,Georgia,13,2020,7.25,8.08,7.25,8.08,258.811
2819,Guam,66,2020,7.25,8.08,8.25,9.19,258.811
2820,Hawaii,15,2020,7.25,8.08,10.1,11.25,258.811
2821,Idaho,16,2020,7.25,8.08,7.25,8.08,258.811
2822,Illinois,17,2020,7.25,8.08,10.0,11.14,258.811
2823,Indiana,18,2020,7.25,8.08,7.25,8.08,258.811
2824,Iowa,19,2020,7.25,8.08,7.25,8.08,258.811
2825,Kansas,20,2020,7.25,8.08,7.25,8.08,258.811
2826,Kentucky,21,2020,7.25,8.08,7.25,8.08,258.811
2827,Louisiana,22,2020,7.25,8.08,7.25,8.08,258.811
2828,Maine,23,2020,7.25,8.08,12.0,13.37,258.811
2829,Maryland,24,2020,7.25,8.08,11.0,12.26,258.811
2830,Massachusetts,25,2020,7.25,8.08,12.75,14.21,258.811
2831,Michigan,26,2020,7.25,8.08,9.65,10.75,258.811
2832,Minnesota,27,2020,7.25,8.08,10.0,11.14,258.811
2833,Mississippi,28,2020,7.25,8.08,7.25,8.08,258.811
2834,Missouri,29,2020,7.25,8.08,9.45,10.53,258.811
2835,Montana,30,2020,7.25,8.08,8.65,9.64,258.811
2836,Nebraska,31,2020,7.25,8.08,9.0,10.03,258.811
2837,Nevada,32,2020,7.25,8.08,8.0,8.91,258.811
2838,New Hampshire,33,2020,7.25,8.08,7.25,8.08,258.811
2839,New Jersey,34,2020,7.25,8.08,11.0,12.26,258.811
2840,New Mexico,35,2020,7.25,8.08,9.0,10.03,258.811
2841,New York,36,2020,7.25,8.08,11.8,13.15,258.811
2842,North Carolina,37,2020,7.25,8.08,7.25,8.08,258.811
2843,North Dakota,38,2020,7.25,8.08,7.25,8.08,258.811
2844,Ohio,39,2020,7.25,8.08,8.7,9.69,258.811
2845,Oklahoma,40,2020,7.25,8.08,7.25,8.08,258.811
2846,Oregon,41,2020,7.25,8.08,12.0,13.37,258.811
2847,Pennsylvania,42,2020,7.25,8.08,7.25,8.08,258.811
2848,Puerto Rico,72,2020,7.25,8.08,7.25,8.08,258.811
2849,Rhode Island,44,2020,7.25,8.08,11.5,12.81,258.811
2850,South Carolina,45,2020,7.25,8.08,7.25,8.08,258.811
2851,South Dakota,46,2020,7.25,8.08,9.3,10.36,258.811
2852,Tennessee,47,2020,7.25,8.08,7.25,8.08,258.811
2853,Texas,48,2020,7.25,8.08,7.25,8.08,258.811
2854,U.S. Virgin Islands,78,2020,7.25,8.08,10.5,11.7,258.811
2855,Utah,49,2020,7.25,8.08,7.25,8.08,258.811
2856,Vermont,50,2020,7.25,8.08,10.96,12.21,258.811
2857,Virginia,51,2020,7.25,8.08,7.25,8.08,258.811
2858,Washington,53,2020,7.25,8.08,13.5,15.04,258.811
2859,West Virginia,54,2020,7.25,8.08,8.75,9.75,258.811
2860,Wisconsin,55,2020,7.25,8.08,7.25,8.08,258.811
2861,Wyoming,56,2020,7.25,8.08,7.25,8.08,258.811
2862,Alabama,1,2021,7.25,7.71,7.25,7.71,270.97
